title,detail_description,rating,reviews,URL
Max Men's Slim Fit Jeans,"Max Men's Slim Fit Jeans,Care Instructions: Machine Wash, Fit Type: Regular Fit, 73 COTTON 25 POLY 2 SPANDEX, BLACK, MAX Men Jeans, Care : Machine Wash",3.8,12 ratings,https://amazon.in/Max-Mens-Regular-Jeans-NOOSNSMBKNDBLACK_Black_34/dp/B09CNRV394/ref=sr_1_49?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-49
Wrangler Men's Slim Fit Jeans,"Wrangler Men's Slim Fit Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Material : Stretch Cotton, Color : Grey, Department: mens",4.2,4 ratings,https://amazon.in/Wrangler-Mens-Slim-Jeans-WMJN003253_Grey_38/dp/B09RMYQLC1/ref=sr_1_50?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-50
Pepe Jeans Men's Chinox Super Skinny Fit Mid Waist Ankle Length Jeans,"Pepe Jeans Men's Chinox Super Skinny Fit Mid Waist Ankle Length Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Super Skinny Fit",4.0,2 ratings,https://amazon.in/Pepe-Jeans-Skinny-PM206614G228_MID-WASH_34/dp/B09Q6FBP3V/ref=sr_1_51?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-51
Van Heusen Denim Labs Men's Regular Fit Jeans,"Van Heusen Denim Labs Men's Regular Fit Jeans,Care Instructions: Machine Wash, Fit Type: Regular Fit, Regular Fit, 91% Cotton, 7% Polyester and 2% Lycra|Slim Fit Jeans, Casual",3.1,6 ratings,https://amazon.in/Van-Heusen-Denim-Labs-VXDNUBTFD60502_Navy_30/dp/B09QT8SKTT/ref=sr_1_52?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-52
Wrangler Men's Slim Fit Jeans,"Wrangler Men's Slim Fit Jeans,Care Instructions: Hand Wash Only, Fit Type: Slim, Wrangler Denims",3.8,9 ratings,https://amazon.in/Wrangler-Deadwood-Denims-Sunlight-Size34/dp/B0B397PX1T/ref=sr_1_53?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-53
Pepe Jeans Men's Tapered Fit Low Waist Lightly Washed Jeans,"Pepe Jeans Men's Tapered Fit Low Waist Lightly Washed Jeans,Care Instructions: Machine Wash, Fit Type: Western, Tapered Fit",,,https://amazon.in/Pepe-Jeans-Western-PM206610Q051_Light-WASH_38/dp/B09Q6CV12X/ref=sr_1_54?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-54
Wrangler Men Jeans,"Wrangler Men Jeans,Care Instructions: Hand Wash Only, Fit Type: Slim, Wrangler Denims",3.3,3 ratings,https://amazon.in/Wrangler-Magnus-Denims-Midnight-Indigo/dp/B0B396PLSQ/ref=sr_1_55?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-55
Max Men's Washed Slim Fit Denim Jeans,"Max Men's Washed Slim Fit Denim Jeans,Care Instructions: Machine Wash, Fit Type: Slim, 72 COTTON 25 POLY 3 ELASTANE, DARK GREY, MAX Men Jeans, Care : Machine Wash",3.3,4 ratings,https://amazon.in/Max-Regular-Jeans-NOOSNSLGRVDDARK-Grey_Dark/dp/B09CNRKTR5/ref=sr_1_56?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-56
Wrangler Men's Slim Fit Jeans,"Wrangler Men's Slim Fit Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Material : Stretch Cotton, Color : Grey, Department: mens",3.5,12 ratings,https://amazon.in/Wrangler-Mens-Slim-Jeans-WMJN003239_Grey_28/dp/B09RMZB7SN/ref=sr_1_57?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-57
Max Men Men Distressed Carrot Fit Jeans (DMCCASU2211TDMID Blue_34),"Max Men Men Distressed Carrot Fit Jeans (DMCCASU2211TDMID Blue_34),Care Instructions: Machine Wash, Fit Type: Carrot Fit, Max Jeans, Colour :MID BLUE, Fabric :98% COTTON 2% SPANDEX",,,https://amazon.in/Max-Distressed-Carrot-DMCCASU2211TDMID-Blue_34/dp/B09S6KGPWL/ref=sr_1_58?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-58
U.S. POLO ASSN. Men Dark Blue Stone Wash Regallo Skinny Fit Jeans,"U.S. POLO ASSN. Men Dark Blue Stone Wash Regallo Skinny Fit Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",4.2,3 ratings,https://amazon.in/U-S-POLO-ASSN-Skinny-UDJEN0414_Blue_34/dp/B0B6Q33MM3/ref=sr_1_59?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-59
U.S. POLO ASSN. Men Black Regallo Skinny Fit Mid Rise Jeans,"U.S. POLO ASSN. Men Black Regallo Skinny Fit Mid Rise Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",,,https://amazon.in/U-S-POLO-ASSN-Skinny-UDJEN0431_Black_30/dp/B0B6Q2GV1H/ref=sr_1_60?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-60
U.S. POLO ASSN. Men Jeans,"U.S. POLO ASSN. Men Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Cotton",4.0,1 rating,https://amazon.in/Polo-Association-Mens-Jeans-UDJC0072_Black_36/dp/B09V81FSD3/ref=sr_1_61?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-61
Pepe Jeans Men's Cash Straight Fit Mid Waist Jeans,"Pepe Jeans Men's Cash Straight Fit Mid Waist Jeans,Care Instructions: Machine Wash, Fit Type: Regular, Straight Fit",5.0,4 ratings,https://amazon.in/Pepe-Jeans-Regular-PM206710G221_MID-WASH_30/dp/B09Q6C436W/ref=sr_1_62?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-62
Wrangler Men's Skinny Fit Jeans,"Wrangler Men's Skinny Fit Jeans,Care Instructions: Hand Wash Only, Fit Type: Skinny, Wrangler Denims",,,https://amazon.in/Wrangler-Magnus-Denims-Midnight-Indigo/dp/B0B397V8DH/ref=sr_1_63?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-63
U.S. POLO ASSN. Men's Slim Jeans,"U.S. POLO ASSN. Men's Slim Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Cotton",,,https://amazon.in/Polo-Association-Mens-Jeans-UDJEN0302_Blue_32/dp/B09SQF3Q21/ref=sr_1_64?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-64
Pepe Jeans Men's Regular Jeans,"Pepe Jeans Men's Regular Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Package Contents: 1 Jeans, Color: Blue, Care Instructions: Machine Wash, Item Length Description: Regular",5.0,2 ratings,https://amazon.in/Pepe-Jeans-Mens-Pm206422aa0_28-Blue/dp/B097RGXB26/ref=sr_1_65?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-65
Max Men Jeans,"Max Men Jeans,Care Instructions: Machine Wash, Fit Type: Slim Fit, 99 COTTON 1 SPANDEX, MID BLUE, MAX Men Jeans, Care : Machine Wash",3.7,6 ratings,https://amazon.in/Max-Regular-Jeans-NOOSNGVSLMB26MID-Blue_MID/dp/B09CNSDDDK/ref=sr_1_66?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-66
Pepe Jeans Men's Chinox Super Skinny Fit Mid Waist Ankle Length Jeans,"Pepe Jeans Men's Chinox Super Skinny Fit Mid Waist Ankle Length Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Super Skinny Fit",5.0,1 rating,https://amazon.in/Pepe-Jeans-Mens-Skinny-PM206695H558_Brown_32/dp/B09Q6FJ98T/ref=sr_1_67?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-67
Marks & Spencer Men Jeans,"Marks & Spencer Men Jeans,Care Instructions: Machine Wash, Fit Type: Straight, 100% cotton(exclusive of trimmings)",2.6,2 ratings,https://amazon.in/Marks-Spencer-Regular-T17_6540M_Light-Blue_36/dp/B09RT61PQ1/ref=sr_1_68?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-68
Wrangler Men's Regular Fit Jeans,"Wrangler Men's Regular Fit Jeans,Care Instructions: Machine Wash, Fit Type: Regular Fit, Material : Cotton, Color : Blue, Department: mens",3.6,7 ratings,https://amazon.in/Wrangler-Mens-Regular-Jeans-WMJN003305_Blue_30/dp/B09RMKY8NS/ref=sr_1_69?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-69
Max Men's Washed Skinny Fit Jeans,"Max Men's Washed Skinny Fit Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Fabric:98% COTTON 2% SPANDEX, Colour:GREY",,,https://amazon.in/Max-Washed-Skinny-Jeans-DMCSKSU2202SEGREY_32/dp/B0B1F3MRWP/ref=sr_1_70?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-70
Levi's Men Jeans,"Levi's Men Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Men's 512 Blue Slim Tapered Jeans",,,https://amazon.in/Levis-Mens-Jeans-36087-0697_Dark-Indigo_34/dp/B0BJZN29W6/ref=sr_1_71?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-71
Pepe Jeans Men's Slim Fit Jeans,"Pepe Jeans Men's Slim Fit Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Stretchable Jeans, Color: Wash7, 98% Cotton and 2% elastane, Zip fly with button closure, Slim fit",3.8,30 ratings,https://amazon.in/Pepe-Jeans-Mens-Slim-PM204291B042_Wash7_30/dp/B07KKT61P3/ref=sr_1_72?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-72
Van Heusen Denim Labs Men's Skinny Fit Jeans,"Van Heusen Denim Labs Men's Skinny Fit Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Skinny Fit, 76% Cotton, 21% Polyester and 3% Lycra, Casual",2.4,2 ratings,https://amazon.in/Van-Heusen-Denim-Labs-VXDNCRKF049964_Teal_30/dp/B09V4KYW72/ref=sr_1_73?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-73
Van Heusen Denim Labs Men's Regular Jeans (VXDNCRKF695475_Grey_28),"Van Heusen Denim Labs Men's Regular Jeans (VXDNCRKF695475_Grey_28),Care Instructions: Machine Wash, Fit Type: Skinny, Skinny Fit, 98% Cotton and 2% Elastane, Casual",,,https://amazon.in/Van-Heusen-Denim-Labs-VXDNCRKF695475_Grey_28/dp/B09V4FG9XF/ref=sr_1_74?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-74
U.S. POLO ASSN. Men Jeans,"U.S. POLO ASSN. Men Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Cotton",3.8,4 ratings,https://amazon.in/Polo-Association-Mens-Jeans-UDJC0077_Grey_30/dp/B09V7RFPKD/ref=sr_1_75?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-75
USPOLO Men's Slim Fit Jeans,"USPOLO Men's Slim Fit Jeans,Care Instructions: Machine Wash, Fit Type: Slim Fit, Color Name: Blue, Cotton, Button fly with button closure, Tapered fit, Machine wash",4.1,56 ratings,https://amazon.in/Polo-Assn-Casual-Jeans-_8907538732460_Blue_32_/dp/B075P3WDLW/ref=sr_1_76?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-76
U.S. POLO ASSN. Men's Slim Jeans,"U.S. POLO ASSN. Men's Slim Jeans,Care Instructions: Machine Wash, Fit Type: Slim, MEN'S JEANS",5.0,1 rating,https://amazon.in/U-S-POLO-ASSN-Casual-UDJENO0382_Blue_30/dp/B09MQF25YZ/ref=sr_1_77?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-77
Pepe Jeans Men Jeans,"Pepe Jeans Men Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Package Contents: 1 Jeans",5.0,2 ratings,https://amazon.in/Pepe-Jeans-Mens-Pm206344v06_36-Blue/dp/B097RPM3PY/ref=sr_1_78?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-78
"Pepe Jeans Men's Jeans (Pm206374g22_34, Blue, 34)","Pepe Jeans Men's Jeans (Pm206374g22_34, Blue, 34),Care Instructions: Machine Wash, Fit Type: Regular, Package Contents: 1 Jeans, Color: Blue, Care Instructions: Machine Wash, Item Length Description: Regular",3.0,6 ratings,https://amazon.in/Pepe-Jeans-Mens-Pm206374g22_30-Blue/dp/B097RDWRDM/ref=sr_1_79?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-79
U.S. POLO ASSN. Men Men's Jeans,"U.S. POLO ASSN. Men Men's Jeans,Care Instructions: Machine Wash, Fit Type: SLIM TAPERED",,,https://amazon.in/U-S-POLO-ASSN-Jeans-UDJENO0838_Blue_30/dp/B0B9SK4YFV/ref=sr_1_80?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-80
Pepe Jeans Men Slim Fit Cotton Jeans (PM204027H454_DKSLB-US_30_Blue_30),"Pepe Jeans Men Slim Fit Cotton Jeans (PM204027H454_DKSLB-US_30_Blue_30),Care Instructions: Machine Wash, Stretchable Jeans, 99% Cotton and 1% spandex, Zip fly with button closure, Machine wash cold, do not bleach, tumble dry medium, warm iron if needed, dry clean if possible, Made in India",3.7,99 ratings,https://amazon.in/Pepe-Jeans-Mens-Slim-PIMC0003498_Dkslb-Us_30W/dp/B07CVLYZK1/ref=sr_1_81?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-81
blackberrys Men's Slim Fit Casual Trousers (UT-Hampton_Dark Teal_30W x 33L),"blackberrys Men's Slim Fit Casual Trousers (UT-Hampton_Dark Teal_30W x 33L),Care Instructions: Machine Wash, Fit Type: Slim Fit, Color name: Dark Teal, Material: Cotton, machine wash",3.3,81 ratings,https://amazon.in/blackberrys-Casual-Trousers-UT-Hampton_Dark-Teal_30W/dp/B08FY3GVM9/ref=sr_1_82?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-82
Van Heusen Men Jeans,"Van Heusen Men Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Skinny Fit, 98% Cotton and 2% Elastane, Casual",3.6,6 ratings,https://amazon.in/Van-Heusen-Denim-Labs-VXDNCRKFP44070_Navy_28/dp/B09V4T4B67/ref=sr_1_83?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-83
Pepe Jeans Men's Soho Skinny Fit Low Waist Jeans,"Pepe Jeans Men's Soho Skinny Fit Low Waist Jeans,Care Instructions: Machine Wash",3.6,7 ratings,https://amazon.in/Pepe-Jeans-Skinny-PM206686G923_MID-WASH_38/dp/B09Q6FXWPG/ref=sr_1_84?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-84
Max Men's Stonewashed Skinny Fit Jeans,"Max Men's Stonewashed Skinny Fit Jeans,Care Instructions: Machine Wash, Fabric:98% COTTON 2% SPANDEX, Colour:DARK BLUE",2.9,3 ratings,https://amazon.in/Max-Stonewashed-Skinny-DMCSKAW2201KDDARK-Blue_34/dp/B0B1F38PWX/ref=sr_1_85?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-85
U.S. POLO ASSN. Men Dark Blue Regallo Skinny Fit Rinsed Jeans,"U.S. POLO ASSN. Men Dark Blue Regallo Skinny Fit Rinsed Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",,,https://amazon.in/U-S-POLO-ASSN-Skinny-UDJEN0422_Blue_36/dp/B0B6PZ855F/ref=sr_1_86?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-86
Marks & Spencer Men's Slim Jeans,"Marks & Spencer Men's Slim Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Color name: BLACK, Machine Wash",3.0,6 ratings,https://amazon.in/Marks-Spencer-Jeans-T17-1389K_Black_40/dp/B08GL168N5/ref=sr_1_87?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-87
Wrangler Men's Slim Fit Jeans,"Wrangler Men's Slim Fit Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Material : Cotton, Color : Blue, Department: mens",2.2,3 ratings,https://amazon.in/Wrangler-Mens-Slim-Jeans-WMJN003225_Blue_34/dp/B09RMVJZPY/ref=sr_1_88?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-88
Van Heusen Denim Labs Men Jeans,"Van Heusen Denim Labs Men Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Slim Fit, 91% Cotton, 7% Polyester and 2% Lycra|Slim Fit Jeans, Casual",,,https://amazon.in/Van-Heusen-Denim-Labs-VXDNUPOFR62602_Navy_34/dp/B09QT6WQXQ/ref=sr_1_89?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-89
U.S. POLO ASSN. Men Black Brandon Slim Tapered Fit Mid Rise Jeans,"U.S. POLO ASSN. Men Black Brandon Slim Tapered Fit Mid Rise Jeans,Care Instructions: Machine Wash, Fit Type: Slim, Mid-rise, Button and zip fly closure, Five-pocket styling, Stone washed, Brand fit: Brandon fit",1.0,1 rating,https://amazon.in/U-S-POLO-ASSN-Jeans-UDJENO0506_Black_34/dp/B0B31TCVLG/ref=sr_1_90?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-90
Pepe Jeans Men Grey Jeans,"Pepe Jeans Men Grey Jeans,Care Instructions: Machine Wash, Fit Type: Relaxed, 97.5% Cotton and 2.5% lycra, Zip fly with button closure, Relaxed fit, Machine wash cold, do not bleach, tumble dry medium, warm iron if needed, dry clean if possible, Made in India",3.9,472 ratings,https://amazon.in/Pepe-Jeans-Mens-Relaxed-PIMC0003496_Bla-Ice_30W/dp/B07CVJYC2R/ref=sr_1_91?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-91
Max Men's Stonewashed Skinny Fit Jeans,"Max Men's Stonewashed Skinny Fit Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Fabric:98% COTTON 2% SPANDEX, Colour:LIGHT BLUE",1.0,2 ratings,https://amazon.in/Max-Stonewashed-Skinny-DMCSKAW2202TDLIGHT-Blue_34/dp/B0B1F2WJP5/ref=sr_1_92?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-92
Max Men's Solid Slim Fit Chinos,"Max Men's Solid Slim Fit Chinos,Care Instructions: Machine Wash, Fit Type: Slim, Material :PV LYCRA, Gender :Men, Color :CHARCOAL",5.0,4 ratings,https://amazon.in/Max-Mens-Jeans-Regular-NOOSNADJCLCHARCOAL_Charcoal_32/dp/B08V3TQ6TF/ref=sr_1_93?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-93
Max Men Jeans,"Max Men Jeans,Care Instructions: Machine Wash, Fit Type: Regular Fit, 69 COTTON 28 POLYESTER 3 ELASTANE, MID BLUE, MAX Men Jeans, Care : Machine Wash",,,https://amazon.in/Max-Regular-Jeans-NOOSNSMMBRDMID-Blue_MID/dp/B09CNRGWR7/ref=sr_1_94?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-94
Pepe Jeans Men's Slim Jeans (Vapour.3_Deep Blu_36),"Pepe Jeans Men's Slim Jeans (Vapour.3_Deep Blu_36),Stretchable Jeans, Color: Deep Blu, 98% Cotton and 2% elastane, Zip fly with button closure, Slim fit",3.5,3 ratings,https://amazon.in/Pepe-Jeans-Mens-8903872854547_Vapour-3_36W-34L_Deep/dp/B01F21UKC4/ref=sr_1_95?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-95
U.S. POLO ASSN. Men Blue Regallo Skinny Fit Dark Wash Jeans,"U.S. POLO ASSN. Men Blue Regallo Skinny Fit Dark Wash Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",,,https://amazon.in/U-S-POLO-ASSN-Skinny-UDJEN0439_Blue_32/dp/B0B6Q3L9XT/ref=sr_1_96?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684480943&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-96
blackberrys Men's Urban RAFA Slim Fit Stretchable Khakis-UT-Dante,"blackberrys Men's Urban RAFA Slim Fit Stretchable Khakis-UT-Dante,Care Instructions: Machine Wash, Fit Type: Slim, Fabric:- Cotton, Pattern:- Solid, Fit:- Slim Fit, Wash Care:- Machine Wash",3.7,40 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo2Nzg4NDM5OTMxNzQ1MzcwOjE2ODQ0ODExNDI6c3BfYXRmX25leHQ6MjAwODE5MjM1NzU3OTg6OjA6Og&url=%2Fblackberrys-Slim-Urban-Aster-Khaki%2Fdp%2FB07W559PD3%2Fref%3Dsr_1_97_sspa%3Fcrid%3D1HKR4GMZ4XLL9%26keywords%3Dclothes%2Bfor%2Bmen%26qid%3D1684481142%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%26rnid%3D11301356031%26s%3Dapparel%26sprefix%3D%252Capparel%252C170%26sr%3D1-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
