title,detail_description,rating,reviews,URL
blackberrys Men Khakis,"blackberrys Men Khakis,Care Instructions: Machine Wash, Fit Type: Slim Fit, Polyester lining",4.6,2 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDc2ODkwMDUzNjg0NDA5OjE2ODQ0ODEzODk6c3BfYXRmX25leHQ6MjAwODE5MDk5ODk1OTg6OjA6Og&url=%2Fblackberrys-UT-CADMAS-SEUDE-36_DK-Purple_Extra%2Fdp%2FB09374ZVJP%2Fref%3Dsr_1_51_sspa%3Fcrid%3D1HKR4GMZ4XLL9%26keywords%3Dclothes%2Bfor%2Bmen%26qid%3D1684481389%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%26rnid%3D11301356031%26s%3Dapparel%26sprefix%3D%252Capparel%252C170%26sr%3D1-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Arrow Men Trousers,"Arrow Men Trousers,Care Instructions: Machine Wash, Mid-rise waist, Hook and bar, button with zip fly closure, Four pockets, Flat front",4.2,4 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDc2ODkwMDUzNjg0NDA5OjE2ODQ0ODEzODk6c3BfYXRmX25leHQ6MjAxNTc2NzIzMDQxOTg6OjA6Og&url=%2FArrow-Front-Check-Formal-Trousers%2Fdp%2FB09QYWKB71%2Fref%3Dsr_1_52_sspa%3Fcrid%3D1HKR4GMZ4XLL9%26keywords%3Dclothes%2Bfor%2Bmen%26qid%3D1684481389%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%26rnid%3D11301356031%26s%3Dapparel%26sprefix%3D%252Capparel%252C170%26sr%3D1-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Van Heusen Men's Slim Fit Pants,"Van Heusen Men's Slim Fit Pants,Fit Type: Slim Fit, Slim Fit, 79% Polyester, 19% Viscose and 2% Spandex, Check, Formal, Slim Fit, 79% Polyester, 19% Viscose and 2% Spandex",4.6,3 ratings,https://amazon.in/Van-Heusen-Regular-Pants-VHTFFSLF910806_Olive_34/dp/B09XWFSC8X/ref=sr_1_53?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-53
Van Heusen Men Pants,"Van Heusen Men Pants,Care Instructions: Machine Wash, Fit Type: Slim Fit, Slim Fit, 79% Polyester, 19% Viscose and 2% Spandex, Solid, Formal",5.0,1 rating,https://amazon.in/Van-Heusen-Mens-Pants-VHTFFSLP588509_Brown_38/dp/B0B24ZR9QW/ref=sr_1_54?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-54
Arrow Sports Men Casual Trousers,"Arrow Sports Men Casual Trousers,Care Instructions: Machine Wash, Fit Type: Straight, Color: GREEN, 95% Cotton and 5% Lycra, Straight Fit, Zip fly with button closure, Back Flap Pocket, Machine wash",3.5,19 ratings,https://amazon.in/Arrow-Sports-Straight-Trousers-ASYTR2415_Green_38/dp/B07SZM49LB/ref=sr_1_55?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-55
U.S. POLO ASSN. Men's Slim Fit Cotton Trousers,"U.S. POLO ASSN. Men's Slim Fit Cotton Trousers,Care Instructions: Machine wash cold, inside out with like color, Color: Dark Khaki, 100% Cotton, Made in India",3.4,48 ratings,https://amazon.in/US-Polo-Trousers-USTR6508_Dark-Khaki_34/dp/B01MRQVMR3/ref=sr_1_56?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-56
Raymond Men's Regular Pants,"Raymond Men's Regular Pants,Care Instructions: Dry Clean Only, Fit Type: Regular, FLAT FRONT, CROSS PKT WITH DOUBLE WELT",3.8,5 ratings,https://amazon.in/Raymond-Front-Double-Regular-RPTF02697-K8_Black_86/dp/B09BNM26MJ/ref=sr_1_57?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-57
Van Heusen Men's Slim Pants,"Van Heusen Men's Slim Pants,Care Instructions: Machine Wash, Fit Type: Slim, Slim Fit, 69% Polyester, 29% Viscose and 2% Spandex, Solid, Formal",4.5,2 ratings,https://amazon.in/Van-Heusen-Mens-Pants-VHTFFSLFQ32272_Navy_34/dp/B09X1VL57H/ref=sr_1_58?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-58
BEEVEE Men's Cargos,"BEEVEE Men's Cargos,Material: Cotton, Fit type: Regular Fit, Care Instructions: Hand wash cold water, dry naturally, do not iron imprint directly, do not bleach., Closure type: Belt",3.8,"1,267 ratings",https://amazon.in/BEEVEE-Mens-Cargo-Pants-FMCR1616SAND_30_Cream_30/dp/B0169WZ548/ref=sr_1_59?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-59
U.S. POLO ASSN. Men's Skinny Casual Pants,"U.S. POLO ASSN. Men's Skinny Casual Pants,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",3.6,13 ratings,https://amazon.in/Association-Skinny-Casual-Pants-UDJENO0585_Blue_36/dp/B09XXC2SV3/ref=sr_1_60?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-60
Raymond Men Men's PLEATLESS Slim FIT Dark Blue Formal Trouser,"Raymond Men Men's PLEATLESS Slim FIT Dark Blue Formal Trouser,Care Instructions: Machine Wash, Fit Type: Slim, RAYMOND MEN's PLEATLESS SLIM FIT DARK BLUE FORMAL TROUSER",3.5,16 ratings,https://amazon.in/Raymond-Mens-PLEATLESS-Formal-Trouser/dp/B09RF8Y4R3/ref=sr_1_61?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-61
Pepe Jeans Men Pants,"Pepe Jeans Men Pants,Care Instructions: Machine Wash, Fit Type: Slim, Causal chino pant",3.9,15 ratings,https://amazon.in/Pepe-Jeans-Mens-Pants-PM211510_Black_28/dp/B09Q6F2NN8/ref=sr_1_62?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-62
Levi's Men Pants,"Levi's Men Pants,Care Instructions: Machine Wash, Fit Type: Slim, Levi's Men's Green Slim Fit Trousers",,,https://amazon.in/Levis-Mens-Slim-Pants-A2619-0004_Green/dp/B0BXJ7M227/ref=sr_1_63?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-63
Levi's Men Pants,"Levi's Men Pants,Care Instructions: Machine Wash, Fit Type: Slim, Levi's Men's Grey Slim Fit Trousers",,,https://amazon.in/Levis-Mens-Slim-Pants-A5281-0001_Grey/dp/B0BXJ89F84/ref=sr_1_64?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-64
Indian Terrain Men's Slim Fit Casual Trousers (ITMTR00322_Khaki_38),"Indian Terrain Men's Slim Fit Casual Trousers (ITMTR00322_Khaki_38),Care Instructions: Machine Wash, Fit Type: Slim Fit, Color Name: Khaki, 59% Cotton, 38% polyester and 3% spandex, Zip fly with button closure, Slim fit, Machine wash",,,https://amazon.in/Indian-Terrain-Casual-Trousers-ITMTR00322_Khaki_38W/dp/B07MJLV2HC/ref=sr_1_65?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-65
blackberrys Men's Casual B-91 Skinny Fit Stretchable Khakis-EK-S-DO-DAN,"blackberrys Men's Casual B-91 Skinny Fit Stretchable Khakis-EK-S-DO-DAN,Care Instructions: Machine Wash, Fit Type: Skinny, Fabric: Cotton Blend, Pattern: Printed, Wash Care: Machine Wash",4.5,2 ratings,https://amazon.in/Mens-Casual-Skinny-Stretchable-Khakis/dp/B0B4P8KN6S/ref=sr_1_66?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-66
Van Heusen Men's Slim Fit Pants (VHTFFSLBK53796_Beige_30),"Van Heusen Men's Slim Fit Pants (VHTFFSLBK53796_Beige_30),Care Instructions: Machine Wash, Fit Type: Slim Fit, Slim Fit, 100% Cotton, Solid, Casual",,,https://amazon.in/Van-Heusen-Mens-Pants-VHTFFSLBK53796_Beige_30/dp/B09QSGW8CL/ref=sr_1_67?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-67
Van Heusen Men's Slim Fit Pants (VHTFFSLFT02536_Charcoal_30),"Van Heusen Men's Slim Fit Pants (VHTFFSLFT02536_Charcoal_30),Care Instructions: Machine Wash, Fit Type: Slim Fit, Slim Fit, 78% Polyester, 20% Viscose and 2% Spandex, Solid, Formal",,,https://amazon.in/Van-Heusen-Mens-Pants-VHTFFSLFT02536_Charcoal_30/dp/B09QSCP2J1/ref=sr_1_68?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-68
blackberrys Men's Slim Fit Flat Front Khakis Trouser (UT Reynold # BEIGEE-28_Beige_Extra Small),"blackberrys Men's Slim Fit Flat Front Khakis Trouser (UT Reynold # BEIGEE-28_Beige_Extra Small),Care Instructions: Machine Wash, Fit Type: Slim Fit, Polyester lining",3.9,21 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDc2ODkwMDUzNjg0NDA5OjE2ODQ0ODEzODk6c3BfbXRmOjIwMDgxOTA5OTkzMTk4OjowOjo&url=%2Fblackberrys-Khakis-Trouser-UT-DEVOS%2Fdp%2FB09373LR1H%2Fref%3Dsr_1_69_sspa%3Fcrid%3D1HKR4GMZ4XLL9%26keywords%3Dclothes%2Bfor%2Bmen%26qid%3D1684481389%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%26rnid%3D11301356031%26s%3Dapparel%26sprefix%3D%252Capparel%252C170%26sr%3D1-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Pepe Jeans Men's Relaxed Casual Trousers,"Pepe Jeans Men's Relaxed Casual Trousers,Care Instructions: Machine Wash, Fit Type: Relaxed, Fabric composition % linen, Pattern-solid, Fit-regular fit, Color-beige",3.1,11 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDc2ODkwMDUzNjg0NDA5OjE2ODQ0ODEzODk6c3BfbXRmOjIwMTIyNDY2MDUxOTk4OjowOjo&url=%2FPepe-Jeans-Relaxed-Trousers-PM211380_Beige_30W%2Fdp%2FB0831WL3BM%2Fref%3Dsr_1_70_sspa%3Fcrid%3D1HKR4GMZ4XLL9%26keywords%3Dclothes%2Bfor%2Bmen%26qid%3D1684481389%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%26rnid%3D11301356031%26s%3Dapparel%26sprefix%3D%252Capparel%252C170%26sr%3D1-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Pepe Jeans Men's Regular Casual Pants (PM211368_Olive 3XL),"Pepe Jeans Men's Regular Casual Pants (PM211368_Olive 3XL),Care Instructions: Machine Wash, Fit Type: Regular",2.0,1 rating,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDc2ODkwMDUzNjg0NDA5OjE2ODQ0ODEzODk6c3BfbXRmOjIwMTIyNDY2MDUxNzk4OjowOjo&url=%2FPepe-Jeans-Regular-Casual-PM211368_Olive%2Fdp%2FB09LS21WTQ%2Fref%3Dsr_1_71_sspa%3Fcrid%3D1HKR4GMZ4XLL9%26keywords%3Dclothes%2Bfor%2Bmen%26qid%3D1684481389%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%26rnid%3D11301356031%26s%3Dapparel%26sprefix%3D%252Capparel%252C170%26sr%3D1-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Blackberrys Slim Fit Urban Khakis,"Blackberrys Slim Fit Urban Khakis,Care Instructions: Hand Wash Only, Fit Type: Slim Fit, Fabric: Cotton, Pattern: Solid, Wash Care: Hand Wash",,,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDc2ODkwMDUzNjg0NDA5OjE2ODQ0ODEzODk6c3BfbXRmOjIwMDgxOTA5OTkxNjk4OjowOjo&url=%2Fblackberrys-Trouser-UT-CAMO-Green_Large%2Fdp%2FB09373X958%2Fref%3Dsr_1_72_sspa%3Fcrid%3D1HKR4GMZ4XLL9%26keywords%3Dclothes%2Bfor%2Bmen%26qid%3D1684481389%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%26rnid%3D11301356031%26s%3Dapparel%26sprefix%3D%252Capparel%252C170%26sr%3D1-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
blackberrys Men's Slim Dress Pants,"blackberrys Men's Slim Dress Pants,Care Instructions: Machine Wash, Fit Type: Slim, Blackberrys Formal Trousers",,,https://amazon.in/blackberrys-Mens-Dress-Pants-LX-Talbot/dp/B09F3NK7WJ/ref=sr_1_73?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-73
Skechers Men's Pant,"Skechers Men's Pant,Care Instructions: Machine Wash, Fit Type: Straight, Skechweave fabric is a flexible 4-way stretch woven material that moves with you while keeping it's shape, Easy care, moisture-wicking, lightweight fabric with anti-static finishing, Tapered leg with 30"" Inseam, Comfort knit waistband with encased elastic and internal drawcord, Media zip pocket at right hip, Front slash straight pockets, and back patch pockets, Warranty not applicable for this product",4.4,204 ratings,https://amazon.in/Skechers-Mens-Pant-Bold-Black/dp/B081TV4XRY/ref=sr_1_74?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-74
The Souled Store| Solids Cargo: Black Mens and Boys Joggers| Regular Fit Solid| 80% Cotton 20% Polyester Black Color Men Cargo Joggers,"The Souled Store| Solids Cargo: Black Mens and Boys Joggers| Regular Fit Solid| 80% Cotton 20% Polyester Black Color Men Cargo Joggers,Care Instructions: Machine Wash, Fit Type: Regular Fit, Homegrown Indian Brand - One-stop-shop for Official Merch of all your favorite superheroes, films, TV shows and cartoons., Material: 80% Cotton 20% Polyester, Fabric: Cotton and Polyester, Color: Black, Fit: Regular, Pattern: Solid, Closure: Drawstring,, Size Guide: XXS(26-27""), XS(28-29""), S(30-31""), M(32-33""), L(34-35""), XL(36-37""), XXL(38-39""), XXXL(40-41""), Standard Sizing: We follow U.S. and EU standards and our sizes do not vary by more than +/- 0.5 inches., High Definition Print - Using the highest quality solvents and colors combines with fully automated machines, we ensure our t-shirt dresses have razor-sharp prints that highlight every single detail.",,,https://amazon.in/Souled-Store-Solids-Cargo-Polyester/dp/B0BR9MVC75/ref=sr_1_75?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-75
Adidas Men's Regular Track Pants,"Adidas Men's Regular Track Pants,Care Instructions: Machine Wash, Fit Type: Regular, Fabric: Cotton; Fabric Composition: 100% Co, Color: Mgreyh/black/mgsogr; Pattern: Striped, Closure: Elastic, Fit Type: Regular Fit, Wash Care: Machine Wash; Package Contents: Men's E 3s T Pnt Sj Pant",,,https://amazon.in/Adidas-Casual-Pants-DY1580_Mgreyh-mgsogr_XS/dp/B08X7TMQTL/ref=sr_1_76?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-76
Van Heusen Men's Slim Fit Polyester Blend Pants,"Van Heusen Men's Slim Fit Polyester Blend Pants,Care Instructions: Machine Wash, Fit Type: Slim Fit, Slim Fit, 67% Polyester and 33% Viscose, Solid, Formal",,,https://amazon.in/Van-Heusen-Mens-Pants-VHTFFSLBC35858_Navy_32/dp/B0B24ZG4S2/ref=sr_1_77?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-77
blackberrys Men's Slim Casual Pants,"blackberrys Men's Slim Casual Pants,Care Instructions: Machine Wash, Fit Type: Slim, Blackberrys casual Trousers",5.0,2 ratings,https://amazon.in/blackberrys-Cargo-Casual-EK-Kinsley-Khaki_ME/dp/B09F3R1Q3K/ref=sr_1_78?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-78
U.S. POLO ASSN. Men's Skinny Casual Pants,"U.S. POLO ASSN. Men's Skinny Casual Pants,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",3.4,11 ratings,https://amazon.in/Association-Cargo-Skinny-Casual-UDJENO0347_Blue_34/dp/B09F5Q5QTN/ref=sr_1_79?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-79
Arrow Men Blue Mid Rise Herringbone Pattern Formal Trousers,"Arrow Men Blue Mid Rise Herringbone Pattern Formal Trousers,Care Instructions: Machine Wash, Fit Type: Slim, Mid-rise, Button, hook and bar with zip fly closure, Four-pocket styling, Flat front, Herringbone pattern",5.0,1 rating,https://amazon.in/Arrow-Stripes-Cotton-Trousers-Size_36/dp/B0B5RS631R/ref=sr_1_80?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-80
U.S. POLO ASSN. Men's Regular Casual Pants,"U.S. POLO ASSN. Men's Regular Casual Pants,Care Instructions: Machine Wash, Fit Type: Regular, Cotton",4.2,5 ratings,https://amazon.in/Association-Regular-Casual-Pants-UDJENO0557_Blue_34/dp/B09XXPD2YW/ref=sr_1_81?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-81
U.S. POLO ASSN. Men Blue Mid Rise Slim Fit Jeans,"U.S. POLO ASSN. Men Blue Mid Rise Slim Fit Jeans,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",,,https://amazon.in/Association-Cargo-Skinny-Casual-UDJENO0317_Blue_34/dp/B09F5LP2F8/ref=sr_1_82?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-82
Levi's Men Pants,"Levi's Men Pants,Care Instructions: Machine Wash, Fit Type: Slim, Levi's Men's Beige Slim Fit Trousers",,,https://amazon.in/Levis-Mens-Slim-Pants-A5281-0002_Beige/dp/B0BXJ77V25/ref=sr_1_83?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-83
Max Men's Textured Full-Length Skinny Fit Chinos,"Max Men's Textured Full-Length Skinny Fit Chinos,Care Instructions: Machine Wash, Fit Type: Skinny, Fabric:98 COTTON 2 ELASTANE, Colour:NAVY",,,https://amazon.in/Max-Textured-Skinny-Chinos-SCBSKSM2203PRBLACK_36/dp/B0B1F47MST/ref=sr_1_84?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-84
U.S. POLO ASSN. Men's Skinny Casual Pants,"U.S. POLO ASSN. Men's Skinny Casual Pants,Care Instructions: Machine Wash, Fit Type: Skinny, Cotton",4.5,2 ratings,https://amazon.in/Association-Cargo-Skinny-Casual-UDJENO0302_Black_36/dp/B09F5V9BRQ/ref=sr_1_85?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-85
blackberrys EK-S-DO-DAN # OLIVE,"blackberrys EK-S-DO-DAN # OLIVE,Care Instructions: Machine Wash, Fit Type: Skinny, Fabric: Cotton Blend, Pattern: Printed, Wash Care: Machine Wash",,,https://amazon.in/blackberrys-Skinny-Khakis-EK-S-DO-DAN-Olive/dp/B0B4P7PJ32/ref=sr_1_86?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-86
Raymond Medium Blue Trouser,"Raymond Medium Blue Trouser,Care Instructions: Machine Wash, Fit Type: Slim Fit, Fabric: Polyester Blend, Pattern: Solid, Wash Care: Machine Wash",3.8,364 ratings,https://amazon.in/Raymond-Formal-Trousers-RMTS02962-B4_Medium-Blue_82/dp/B07FF46PDN/ref=sr_1_87?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-87
Marks & Spencer Men's Slim Casual Pants,"Marks & Spencer Men's Slim Casual Pants,Care Instructions: Machine Wash, Fit Type: Slim, Chinos, 98% cotton, 2% elastane",,,https://amazon.in/Marks-Spencer-Casual-T17_6701S_Dark-Navy_34/dp/B08ZYPXNZH/ref=sr_1_88?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-88
Marks & Spencer Men's Regular Sweatpants,"Marks & Spencer Men's Regular Sweatpants,Care Instructions: Machine Wash, Fit Type: Regular, Side Stripe Cuffed Pure Cotton Joggers, 100% cotton (exclusive of trimmings)",,,https://amazon.in/Marks-Spencer-Regular-Sweatpants-T28_1591M_Grey/dp/B09RSR5XX6/ref=sr_1_89?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-89
Van Heusen Men's Regular Pants,"Van Heusen Men's Regular Pants,Fit Type: Slim Fit, Slim Fit, 79% Polyester, 19% Viscose and 2% Spandex, Solid, Formal, Slim Fit, 79% Polyester, 19% Viscose and 2% Spandex",4.5,12 ratings,https://amazon.in/Van-Heusen-Regular-Pants-VHTFFSLFH96394_Black_32/dp/B09XWDXHYG/ref=sr_1_90?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-90
Max Men Trouser,"Max Men Trouser,Care Instructions: Machine Wash, Fit Type: Carrot Fit, Fabric:COTTON LYCRA, Colour:NAVY",,,https://amazon.in/Max-Mens-Regular-Pants-SCCSCPA2206YP_Navy_32/dp/B0B1F59V71/ref=sr_1_91?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-91
Indian Terrain Men's Tapered Fit Casual Trousers,"Indian Terrain Men's Tapered Fit Casual Trousers,Care Instructions: Machine Wash, Fit Type: Skinny, Color Name: Navy, 97% Cotton and 3% spandex, Zip fly with button closure, Tapered fit, Machine wash",2.3,3 ratings,https://amazon.in/Indian-Terrain-Tapered-Trousers-ITMTR00325_Navy_30W/dp/B07MSZC4JQ/ref=sr_1_92?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-92
Van Heusen Men's Casual Trousers,"Van Heusen Men's Casual Trousers,Business Casual, Textured, Black, Slim Fit, Machine Wash as Per Tag",3.8,4 ratings,https://amazon.in/Dot-Mens-Casual-Trousers-VDTF1D76800_Black_30/dp/B01I6LCRW8/ref=sr_1_93?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-93
Van Heusen Men Casual Pants,"Van Heusen Men Casual Pants,Care Instructions: Machine Wash, Fit Type: Slim Fit, Slim Fit, 97% Cotton and 3% Spandex, Solid, Casual",4.0,1 rating,https://amazon.in/Van-Heusen-Regular-Casual-VDTFEPOF752551_Pink_36/dp/B09VPF9KL1/ref=sr_1_94?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-94
U.S. POLO ASSN. Men's Regular Casual Pants,"U.S. POLO ASSN. Men's Regular Casual Pants,Care Instructions: Machine Wash, Fit Type: Regular, Cotton",5.0,2 ratings,https://amazon.in/Association-Regular-Casual-Pants-UDJENO0567_Blue_34/dp/B09XXPSYVM/ref=sr_1_95?crid=1HKR4GMZ4XLL9&keywords=clothes+for+men&qid=1684481389&refinements=p_n_feature_nineteen_browse-bin%3A27064186031&rnid=11301356031&s=apparel&sprefix=%2Capparel%2C170&sr=1-95
